Feed Name,Attribute ID,Attribute Name,Feed ID,Technical Data Type,Technical Data Values,Collibra Catalog ID,DGC Data Element,Definition,One Hop Column(s)
Repos - BRM,T-79-MARKET_VALUE_USD,MARKET_VALUE_USD,79,Float,0.0 - 4000005594.41,,Market Value USD,,
Repos - BRM,T-79-MX_AMT,MX_AMT,79,Float,-99000000207,,Original Notional USD,,
Repos - BRM,T-79-USD_AMT,USD_AMT,79,Float,0.0 - 362841930.41,,,,
Repos - BRM,T-79-BOOKED_MATURITY_DATE,BOOKED_MATURITY_DATE,79,String,12/31/9999 0:00,,,,
Repos - BRM,T-79-CP_INDUSTRY,CP_INDUSTRY,79,String,BANK,,,,
Repos - BRM,T-79-CP_CATEGORY,CP_CATEGORY,79,String,None,,,,
Repos - BRM,T-79-DAYS_TO_SETTLEMENT,DAYS_TO_SETTLEMENT,79,String,None,,,,
Repos - BRM,T-79-DEAL_RATE,DEAL_RATE,79,Float,-97.07,,,,
Repos - BRM,T-79-EVERGREEN_CALL_DATE,EVERGREEN_CALL_DATE,79,String,None,,,,
Repos - BRM,T-79-EXTENDABLE_CALL_DATE,EXTENDABLE_CALL_DATE,79,String,None,,,,
Repos - BRM,T-79-EXTENDABLE_PERIOD,EXTENDABLE_PERIOD,79,String,None,,,,
Repos - BRM,T-79-EXTENDABLE_TYPE,EXTENDABLE_TYPE,79,String,N,,,,
Repos - BRM,T-79-FUNDING_CALC_CATEGORY,FUNDING_CALC_CATEGORY,79,String,Cash,,Funding Calc Category,,
Repos - BRM,T-79-IS_MONEY_CUSIP,IS_MONEY_CUSIP,79,String,None,,,,
Repos - BRM,T-79-LOSS_OF_SECURED_FUNDING,LOSS_OF_SECURED_FUNDING,79,Float,0.0 - 1.0,,,,
Repos - BRM,T-79-MARKET_HAIRCUT,MARKET_HAIRCUT,79,Float,0.0 - 1.0,,,,
Repos - BRM,T-79-MV_PRICE_DATE,MV_PRICE_DATE,79,String,None,,,,
Repos - BRM,T-79-MV_PRICE_SOURCE,MV_PRICE_SOURCE,79,String,None,,,,
Repos - BRM,T-79-MX_DEAL_ACCRUED_INTEREST,MX_DEAL_ACCRUED_INTEREST,79,Float,-57493651.16,,,,
Repos - BRM,T-79-MX_EXT_FUNDLOSS,MX_EXT_FUNDLOSS,79,Float,-48400000006,,,,
Repos - BRM,T-79-MX_EXT_UNFNDCOLL,MX_EXT_UNFNDCOLL,79,Float,0.0 - 52272000000.0,,,,
Repos - BRM,T-79-MX_ACCURED_FEES,MX_ACCURED_FEES,79,Float,0.0 - 0.6,,,,
Repos - BRM,T-79-MX_HIGH_FUNDLOSS,MX_HIGH_FUNDLOSS,79,Float,-24200000006,,,,
Repos - BRM,T-79-MX_HIGH_UNFNDCOLL,MX_HIGH_UNFNDCOLL,79,Float,0.0 - 25168000000.0,,,,
Repos - BRM,T-79-MX_MED_FUNDLOSS,MX_MED_FUNDLOSS,79,Float,0.0 - 1728571428.57,,,,
Repos - BRM,T-79-MX_MED_UNFNDCOLL,MX_MED_UNFNDCOLL,79,Float,0.0 - 2005352060.0,,,,
Repos - BRM,T-79-NETTING_ID,NETTING_ID,79,String,None,,,,
Repos - BRM,T-79-ROLLED_TRADE,ROLLED_TRADE,79,String,None,,,,
Repos - BRM,T-79-SPECIAL_PRODUCT,SPECIAL_PRODUCT,79,String,None,,,,
Repos - BRM,T-79-STRESS_HAIRCUT,STRESS_HAIRCUT,79,String,None,,,,
Repos - BRM,T-79-TOTAL_MX_UPGRADE_COST,TOTAL_MX_UPGRADE_COST,79,String,None,,,,
Repos - BRM,T-79-TRADE_PURPOSE,TRADE_PURPOSE,79,String,Client Financing,,Trade Purpose,,
Repos - BRM,T-79-MX_REPO_INTEREST,MX_REPO_INTEREST,79,Float,-40823127,,,,
Repos - BRM,T-79-RAG_STATUS,RAG_STATUS,79,String,SG,,,,
Repos - BRM,T-79-SECURITY_POOL_ID,SECURITY_POOL_ID,79,String,RRR24,,,,
Repos - BRM,T-79-SECURITY_POOL,SECURITY_POOL,79,String,Sovereigns - UK,,Security Pool,,
Repos - BRM,T-79-OTHER_LEG_ID,OTHER_LEG_ID,79,String,None,,,,
Repos - BRM,T-79-INT_COVERAGE_OVERRIDE,INT_COVERAGE_OVERRIDE,79,String,None,,,,
Repos - BRM,T-79-MX_FUNDING_VALUE,MX_FUNDING_VALUE,79,Float,-99000000207,,,,
Repos - BRM,T-79-MX_FUNDING_CCY,MX_FUNDING_CCY,79,String,GBP,,,,
Repos - BRM,T-79-FUNDING_AGENT,FUNDING_AGENT,79,String,None,,,,
Repos - BRM,T-79-ONSIDE_NETAMOUNT_SHELL,ONSIDE_NETAMOUNT_SHELL,79,Float,-99000000207,,,,
Repos - BRM,T-79-MARKET_VALUE_SHELL,MARKET_VALUE_SHELL,79,Float,0.0 - 4000005594.41,,,,
Repos - BRM,T-79-CASH_AMOUNT,CASH_AMOUNT,79,Float,0.0 - 199664520.0,,,,
Repos - BRM,T-79-COLLATERALIZED_VALUE,COLLATERALIZED_VALUE,79,Float,0.0 - 4000005594.41,,,,
Repos - BRM,T-79-POOL_FACTOR,POOL_FACTOR,79,Float,0.0 - 1.7,,,,
Repos - BRM,T-79-SEQUENCE_NO,SEQUENCE_NO,79,Integer,0 - 3,,,,
Repos - BRM,T-79-CLIENT_CODE,CLIENT_CODE,79,String,xxxxxxxxx,,Client Code,,
Repos - BRM,T-79-MX_DIRTY_MARKET_VALUE,MX_DIRTY_MARKET_VALUE,79,Float,-1.6854E+11,,,,
Repos - BRM,T-79-MX_DIRTY_MARKET_VALUE_USD,MX_DIRTY_MARKET_VALUE_USD,79,Float,0.0 - 4000005594.41,,,,
Repos - BRM,T-79-LAST_SEQUENCE_NO,LAST_SEQUENCE_NO,79,Integer,0 - 3,,,,
Repos - BRM,T-79-FIXED_FLOATING_IND,FIXED_FLOATING_IND,79,String,FL,,,,
Repos - BRM,T-79-CASH_NON_CASH_IND,CASH_NON_CASH_IND,79,String,N,,,,
Repos - BRM,T-79-EQUITY_INDEX,EQUITY_INDEX,79,String,SONIA,,,,
Repos - BRM,T-79-INDEX_SPREAD,INDEX_SPREAD,79,Float,-8.35,,Index Spread,,
Repos - BRM,T-79-COLLATERALIZED_VALUE_CCY,COLLATERALIZED_VALUE_CCY,79,String,GBP,,,,
Repos - BRM,T-79-TRADING_NAME,TRADING_NAME,79,String,MORGAN STANLEY,,,,
Repos - BRM,T-79-TRADING_NAME_ID,TRADING_NAME_ID,79,String,TN000005265,,,,
Repos - BRM,T-79-IS_2A7,IS_2A7,79,String,N,,,,
Repos - BRM,T-79-FLOW_SCHEDULE_IND,FLOW_SCHEDULE_IND,79,String,N,,,,
Repos - BRM,T-79-STRESS_MATURITY_DATE,STRESS_MATURITY_DATE,79,String,12/17/2021 0:00,,,,
Repos - BRM,T-79-PRICING_CURRENCY,PRICING_CURRENCY,79,String,GBP,,,,
Repos - BRM,T-79-EVERGREEN_IND,EVERGREEN_IND,79,String,Y,,,,
Repos - BRM,T-79-INTERNAL_EXTERNAL_IND,INTERNAL_EXTERNAL_IND,79,String,I,,,,
Repos - BRM,T-79-TRADE_CUSIP,TRADE_CUSIP,79,String,99E91FW25,,,,
Repos - BRM,T-79-ALLOCATE_MARKET_VALUE,ALLOCATE_MARKET_VALUE,79,Float,0.0 - 12690178164.02,,,,
Repos - BRM,T-79-MIN_MX_EXPOSURE,MIN_MX_EXPOSURE,79,Float,-9900000021,,,,
Repos - BRM,T-79-MIN_USD_EXPOSURE,MIN_USD_EXPOSURE,79,Float,0.0 - 170000000.0,,,,
Repos - BRM,T-79-MAX_MX_EXPOSURE,MAX_MX_EXPOSURE,79,Float,-99000000207,,,,
Repos - BRM,T-79-MAX_USD_EXPOSURE,MAX_USD_EXPOSURE,79,Float,0.0 - 1700000000.0,,,,
Repos - BRM,T-79-REAL_CUSTOMER_ACCOUNT,REAL_CUSTOMER_ACCOUNT,79,String,07400UZ80,,,,
Repos - BRM,T-79-FORWARD_IND,FORWARD_IND,79,String,N,,,,
Repos - BRM,T-79-REMAINING_DTM,REMAINING_DTM,79,Integer,0 - 2913983,,Remaining DTM,,
Repos - BRM,T-79-DAYS_TO_STRESS_MATURITY,DAYS_TO_STRESS_MATURITY,79,Integer,0 - 2913983,,,,
Repos - BRM,T-79-DEAL_ID,DEAL_ID,79,String,LNBDBD,,Deal ID,,
Repos - BRM,T-79-DEAL_TYPE,DEAL_TYPE,79,String,None,,,,
Repos - BRM,T-79-RR_NUMBER,RR_NUMBER,79,Integer,0 - 58029,,,,
Repos - BRM,T-79-MTA_ID,MTA_ID,79,String,LNBDBD,,,,
Repos - BRM,T-79-MATURITY_OVERRIDE_TYPE,MATURITY_OVERRIDE_TYPE,79,String,Flex override,,,,
Repos - BRM,T-79-TRADE_CURRENCY,TRADE_CURRENCY,79,String,GBP,,,,
Repos - BRM,T-79-MX_SHELL_VALUE,MX_SHELL_VALUE,79,Float,-99000000207,,,,
Repos - BRM,T-79-FORWARD_STARTING_IND,FORWARD_STARTING_IND,79,String,N,,,,
Repos - BRM,T-79-AXIOM_ULT_TRADING_ID,AXIOM_ULT_TRADING_ID,79,String,None,,,,
Repos - BRM,T-79-AXIOM_ULT_TRADING_NAME,AXIOM_ULT_TRADING_NAME,79,String,None,,,,
Repos - BRM,T-79-PARTY_NAME,PARTY_NAME,79,String,None,,,,
Repos - BRM,T-79-INTER_COMPANY_IND,INTER_COMPANY_IND,79,String,N,,,,
Repos - BRM,T-79-PRINCIPAL_PARTY_COMPANY_CD,PRINCIPAL_PARTY_COMPANY_CD,79,String,302,,,,
Repos - BRM,T-79-IS_FIRM_FUNDING,IS_FIRM_FUNDING,79,String,N,,,,
Repos - BRM,T-79-EXECUTION_TIME,EXECUTION_TIME,79,String,None,,,,
Repos - BRM,T-79-SETTLEMENT_TYPE,SETTLEMENT_TYPE,79,String,Bilateral,,,,
Repos - BRM,T-79-NEW_FUNDING_AMOUNT,NEW_FUNDING_AMOUNT,79,Float,-99000000207,,,,
Repos - BRM,T-79-ROLLOVER_AMOUNT,ROLLOVER_AMOUNT,79,Float,-97715225205,,,,
Repos - BRM,T-79-MATURING_AMOUNT,MATURING_AMOUNT,79,Float,-99000000207,,,,
Repos - BRM,T-79-INITIAL_MATURITY,INITIAL_MATURITY,79,Integer,1 - 11595,,,,
Repos - BRM,T-79-BENCH_MARK,BENCH_MARK,79,Float,0.0 - 0.0,,,,
Repos - BRM,T-79-EXECUTION_DATE,EXECUTION_DATE,79,String,None,,,,
Repos - BRM,T-79-PARTY_ID,PARTY_ID,79,String,BBB00319961,,Party ID,,
Repos - BRM,T-79-IS_ALD,IS_ALD,79,String,None,,,,
Repos - BRM,T-79-ORIGINAL_ROW_ID,ORIGINAL_ROW_ID,79,String,None,,,The row identifier of the dataset.,
Tender Option Bonds,T-80-ROW_ID,ROW_ID,80,Integer,1 - 563,,Row ID,The row identifier of the dataset.,
Tender Option Bonds,T-80-RUN_ID,RUN_ID,80,Integer,427410 - 1270220,,Run ID,The run number for the table of information.,
Tender Option Bonds,T-80-TABLE_ID,TABLE_ID,80,Integer,80 - 80,,Table ID,The table/feed ID for which the row of information belongs to.,
Tender Option Bonds,T-80-BUSINESS_DATE,BUSINESS_DATE,80,String,12/2/2021 0:00,,COB Date,Close of business date for which the report is run.,
Tender Option Bonds,T-80-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,80,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Tender Option Bonds,T-80-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,80,String,Y,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Tender Option Bonds,T-80-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,80,String,N,,Exception Row Flag,,
Tender Option Bonds,T-80-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,80,String,N,,Exception Signoff,,
Tender Option Bonds,T-80-MATURITY_DATE,MATURITY_DATE,80,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Tender Option Bonds,T-80-ENTRY_TS,ENTRY_TS,80,Datetime,2021-10-27 20:32:15.762974 - 2023-09-20 20:36:02.645964,,Entry TS,,
Tender Option Bonds,T-80-TRUST_ID,TRUST_ID,80,String,2015-XF210,,,,
Tender Option Bonds,T-80-TRUST_STATUS,TRUST_STATUS,80,String,active,,,,
Tender Option Bonds,T-80-END_DATE,END_DATE,80,String,5/21/2015 0:00,,End Date,The end/maturity date of the financial instrument.,
Tender Option Bonds,T-80-ISSUER_NAME,ISSUER_NAME,80,String,KENTUCKY INFRASTRUCTURE AUTH REV,,,,
Tender Option Bonds,T-80-TRUSTEE_NAME,TRUSTEE_NAME,80,String,BoNY,,,,
Tender Option Bonds,T-80-RATING_AGENCY,RATING_AGENCY,80,String,S&P,,,,
Tender Option Bonds,T-80-LIQUIDITY_PROVIDER,LIQUIDITY_PROVIDER,80,String,MSBNA,,,,
Tender Option Bonds,T-80-STATE,STATE,80,String,KY ,,,,
Tender Option Bonds,T-80-FLOATER_CUSIP,FLOATER_CUSIP,80,String,4913137N6,,,,
Tender Option Bonds,T-80-RESIDUAL_CUSIP,RESIDUAL_CUSIP,80,String,4913137Q9,,,,
Tender Option Bonds,T-80-CUSTOMER_NAME,CUSTOMER_NAME,80,String,Nuveen,,,,
Tender Option Bonds,T-80-RESIDUAL_PAR_VAL,RESIDUAL_PAR_VAL,80,Float,5098.4 - 50000000.0,,,,
Tender Option Bonds,T-80-FLOATER_SHARE_VAL,FLOATER_SHARE_VAL,80,Float,10184.06 - 99000000.0,,,,
Tender Option Bonds,T-80-COLLATERAL_CUSIP,COLLATERAL_CUSIP,80,String,4913137F3,,,,
Tender Option Bonds,T-80-COLLATERAL_PAR_VAL,COLLATERAL_PAR_VAL,80,Float,15000.0 - 108760000.0,,,,
Tender Option Bonds,T-80-RATING_VALUE,RATING_VALUE,80,String,AAA,,,,
Tender Option Bonds,T-80-INSURER,INSURER,80,String,None,,,,
Tender Option Bonds,T-80-LEGAL_ENTITY,LEGAL_ENTITY,80,String,1633,,Entity Code,,
Tender Option Bonds,T-80-MARKET_VALUE_MX,MARKET_VALUE_MX,80,Float,15251.1 - 121142000.0,,Market Value,,
Tender Option Bonds,T-80-COLLATERAL_NET_LIQUIDITY,COLLATERAL_NET_LIQUIDITY,80,Float,-9963950.37,,,,
Tender Option Bonds,T-80-COST_CENTRE,COST_CENTRE,80,String,J938,,Cost Centre,,
Tender Option Bonds,T-80-TAPS_TRADING_ACCOUNT,TAPS_TRADING_ACCOUNT,80,String,0720088H1,,TAPS Trading Account,The firm trading account of the position.,
Equity Swap Bridge Collateral,T-81-ROW_ID,ROW_ID,81,Integer,1/1/4539 0:00,,Row ID,The row identifier of the dataset.,
Equity Swap Bridge Collateral,T-81-RUN_ID,RUN_ID,81,Integer,427308 - 1269536,,Run ID,The run number for the table of information.,
Equity Swap Bridge Collateral,T-81-TABLE_ID,TABLE_ID,81,Integer,81 - 149,,Table ID,The table/feed ID for which the row of information belongs to.,
Equity Swap Bridge Collateral,T-81-BUSINESS_DATE,BUSINESS_DATE,81,String,12/2/2021 0:00,,COB Date,Close of business date for which the report is run.,
Equity Swap Bridge Collateral,T-81-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,81,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Equity Swap Bridge Collateral,T-81-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,81,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Equity Swap Bridge Collateral,T-81-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,81,String,N,,Exception Row Flag,,
Equity Swap Bridge Collateral,T-81-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,81,String,Y,,Exception Signoff,,
Equity Swap Bridge Collateral,T-81-MATURITY_DATE,MATURITY_DATE,81,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Equity Swap Bridge Collateral,T-81-ENTRY_TS,ENTRY_TS,81,Datetime,2021-10-14 07:06:39.771540 - 2023-09-15 10:52:03.483054,,Entry TS,,
Equity Swap Bridge Collateral,T-81-FEED,FEED,81,String,Equity Swap Bridge Collateral,,Feed,,
Equity Swap Bridge Collateral,T-81-SOURCE,SOURCE,81,String,Libra,,Source,,
Equity Swap Bridge Collateral,T-81-REPORTING_DATE,REPORTING_DATE,81,String,12/2/2021 0:00,,Reporting Date,,
Equity Swap Bridge Collateral,T-81-COST_CENTRE,COST_CENTRE,81,String,None,,Cost Centre,,
Equity Swap Bridge Collateral,T-81-LEGAL_ENTITY,LEGAL_ENTITY,81,String,302,,Entity Code,,
Equity Swap Bridge Collateral,T-81-FLOW_IND,FLOW_IND,81,String,P,,,,
Equity Swap Bridge Collateral,T-81-CURRENCY,CURRENCY,81,String,USD,,Currency,The currency the values are respresented in.,
Equity Swap Bridge Collateral,T-81-END_DATE,END_DATE,81,String,None,,End Date,The end/maturity date of the financial instrument.,
Equity Swap Bridge Collateral,T-81-MX_AMT,MX_AMT,81,Float,-42651771694,,Original Notional USD,,
Equity Swap Bridge Collateral,T-81-CASH_NON_CASH_LD,CASH_NON_CASH_LD,81,String,Cash,,,,
Equity Swap Bridge Collateral,T-81-MARKET_VALUE_MX,MARKET_VALUE_MX,81,Float,0.0 - 0.0,,Market Value,,
Equity Swap Bridge Collateral,T-81-REHYPTHECABLE_IND,REHYPTHECABLE_IND,81,String,Y,,,,
Equity Swap Bridge Collateral,T-81-COLLATERAL_TAPS_ACCOUNT,COLLATERAL_TAPS_ACCOUNT,81,String,04FY01FQ7,,,,
Equity Swap Bridge Collateral,T-81-PARTY_ID,PARTY_ID,81,String,BBB03699610,,Party ID,,
Equity Swap Bridge Collateral,T-81-COUNTERPARTY_NAME,COUNTERPARTY_NAME,81,String,JENERATION CAPITAL MASTER FUND,,,,
Equity Swap Bridge Collateral,T-81-ORDER_PLACER_PARTY_ID,ORDER_PLACER_PARTY_ID,81,String,BBB03690354,,Order Placer Party ID,,
Equity Swap Bridge Collateral,T-81-ORDER_PLACER_PARTY_NAME,ORDER_PLACER_PARTY_NAME,81,String,JENERATION CAPITAL ADVISORS (HONG KONG) LIMITED,,,,
Equity Swap Bridge Collateral,T-81-QUANTITY,QUANTITY,81,Float,0.0 - 0.0,,Quantity,,
Equity Swap Bridge Collateral,T-81-P_I_FLAG,P_I_FLAG,81,String,P,,,,
Equity Swap Bridge Collateral,T-81-NETTING_ID,NETTING_ID,81,String,04FY01FQ7,,,,
Equity Swap Bridge Collateral,T-81-COUNTERPARTY_MSCO_ACCOUNT,COUNTERPARTY_MSCO_ACCOUNT,81,String,04F095816,,,,
Equity Swap Bridge Collateral,T-81-MARGIN_TYPE,MARGIN_TYPE,81,String,VM,,,,
PB Margin Lending,T-84-ROW_ID,ROW_ID,84,Integer,1/1/5004 0:00,,Row ID,The row identifier of the dataset.,
PB Margin Lending,T-84-RUN_ID,RUN_ID,84,Integer,1164467 - 1269741,,Run ID,The run number for the table of information.,
PB Margin Lending,T-84-TABLE_ID,TABLE_ID,84,Integer,84 - 84,,Table ID,The table/feed ID for which the row of information belongs to.,
PB Margin Lending,T-84-BUSINESS_DATE,BUSINESS_DATE,84,String,10/27/2021 0:00,,COB Date,Close of business date for which the report is run.,
PB Margin Lending,T-84-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,84,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
PB Margin Lending,T-84-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,84,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
PB Margin Lending,T-84-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,84,String,N,,Exception Row Flag,,
PB Margin Lending,T-84-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,84,String,Y,,Exception Signoff,,
PB Margin Lending,T-84-MATURITY_DATE,MATURITY_DATE,84,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
PB Margin Lending,T-84-ENTRY_TS,ENTRY_TS,84,Datetime,2021-10-28 09:01:05.476827 - 2023-09-18 09:32:23.953796,,Entry TS,,
PB Margin Lending,T-84-REPORTING_DATE,REPORTING_DATE,84,String,10/27/2021 0:00,,Reporting Date,,
PB Margin Lending,T-84-FEED,FEED,84,String,Margin_Loan,,Feed,,
PB Margin Lending,T-84-SOURCE,SOURCE,84,String,PB Funding,,Source,,
PB Margin Lending,T-84-FEED_PRODUCT,FEED_PRODUCT,84,String,Margin Loan,,Product Classification,,
PB Margin Lending,T-84-LEGAL_ENTITY,LEGAL_ENTITY,84,String,201,,Entity Code,,
PB Margin Lending,T-84-TRADING_NAME_ID,TRADING_NAME_ID,84,String,TN000005821,,,,
PB Margin Lending,T-84-TRADING_NAME,TRADING_NAME,84,String,PAW CAPITAL PARTNER,,,,
PB Margin Lending,T-84-PARTY_ID,PARTY_ID,84,String,BBB01905803,,Party ID,,
PB Margin Lending,T-84-PARTY_NAME,PARTY_NAME,84,String,"P.A.W. PARTNERS, L.P.",,,,
PB Margin Lending,T-84-CURRENCY,CURRENCY,84,String,USD,,Currency,The currency the values are respresented in.,
PB Margin Lending,T-84-MARGIN_LOAN_BAL,MARGIN_LOAN_BAL,84,Float,0.0 - 6509668156.22,,,,
PB Margin Lending,T-84-MARGIN_EXCESS,MARGIN_EXCESS,84,Float,0.0 - 6519930770.0,,,,
PB Margin Lending,T-84-CONTRACTUAL_DTM,CONTRACTUAL_DTM,84,Integer,0 - 180,,,,
PB Margin Lending,T-84-REMAINING_DTM,REMAINING_DTM,84,Integer,0 - 180,,Remaining DTM,,
PB Margin Lending,T-84-COLLATERAL_POSTED_SEG,COLLATERAL_POSTED_SEG,84,Float,0.0 - 0.0,,,,
PB Margin Lending,T-84-COLLATERAL_POSTED_EXCESS,COLLATERAL_POSTED_EXCESS,84,Float,0.0 - 0.0,,,,
PB Margin Lending,T-84-COLLATERAL_POSTED_UTILIZED,COLLATERAL_POSTED_UTILIZED,84,Float,0.0 - 0.0,,,,
PB Margin Lending,T-84-COLLATERAL_TYPE,COLLATERAL_TYPE,84,String,0,,,,
Tbas,T-86-ROW_ID,ROW_ID,86,Integer,1 - 68885,,Row ID,The row identifier of the dataset.,
Tbas,T-86-RUN_ID,RUN_ID,86,Integer,1164353 - 1265577,,Run ID,The run number for the table of information.,
Tbas,T-86-TABLE_ID,TABLE_ID,86,Integer,86 - 86,,Table ID,The table/feed ID for which the row of information belongs to.,
Tbas,T-86-BUSINESS_DATE,BUSINESS_DATE,86,String,2/21/2023 0:00,,COB Date,Close of business date for which the report is run.,
Tbas,T-86-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,86,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Tbas,T-86-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,86,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Tbas,T-86-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,86,String,N,,Exception Row Flag,,
Tbas,T-86-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,86,String,Y,,Exception Signoff,,
Tbas,T-86-MATURITY_DATE,MATURITY_DATE,86,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Tbas,T-86-ENTRY_TS,ENTRY_TS,86,Datetime,2021-10-27 23:01:22.532079 - 2023-08-22 02:19:00.180393,,Entry TS,,
Tbas,T-86-ORDER_NO,ORDER_NO,86,String,8MRMQ6,,,,
Tbas,T-86-ORIGINAL_ORDER_NO,ORIGINAL_ORDER_NO,86,String,8MRMQ6,,,,
Tbas,T-86-TAPS_TRADING_ACCOUNT,TAPS_TRADING_ACCOUNT,86,String,71004071,,TAPS Trading Account,The firm trading account of the position.,
Tbas,T-86-COUNTERPARTY_ACCOUNT,COUNTERPARTY_ACCOUNT,86,String,0602FICC9,,Counterparty Account,,
Tbas,T-86-BUY_SELL_IND,BUY_SELL_IND,86,String,S,,,,
Tbas,T-86-QUANTITY,QUANTITY,86,Float,29.0 - 5000000000.0,,Quantity,,
Tbas,T-86-PRICE,PRICE,86,Float,73.96 - 114.66,,Price,,
Tbas,T-86-PRINCIPAL_MX,PRINCIPAL_MX,86,Float,1.63 - 5118750000.0,,,,
Tbas,T-86-TRADE_DATE,TRADE_DATE,86,String,1/23/2023 0:00,,Trade Date,,
Tbas,T-86-SETTLEMENT_DATE,SETTLEMENT_DATE,86,String,3/13/2023 0:00,,Settlement Date,,
Tbas,T-86-CUSIP,CUSIP,86,String,99XGK57M3,,CUSIP,The CUSIP identifier of the instrument.,
Tbas,T-86-MBS_TYPE,MBS_TYPE,86,String,F    ,,,,
Tbas,T-86-MBS_STATUS,MBS_STATUS,86,Integer,0 - 7,,,,
Tbas,T-86-TRADE_TYPE,TRADE_TYPE,86,String,,,Trade Type,,
Tbas,T-86-TRADE_ID,TRADE_ID,86,String,149505119,,Trade ID,,
Tbas,T-86-RELATED_TRADE_ID,RELATED_TRADE_ID,86,String,,,,,
Tbas,T-86-SECURITY_LONG_DESCRIPTION,SECURITY_LONG_DESCRIPTION,86,String,FNMA CL 4.500%      3/23 TBA            DUE APPROX. 30YRS,,,,
Portfolio Agreement,T-87-ROW_ID,ROW_ID,87,Integer,1 - 101017,,Row ID,The row identifier of the dataset.,
Portfolio Agreement,T-87-RUN_ID,RUN_ID,87,Integer,1164534 - 1164534,,Run ID,The run number for the table of information.,
Portfolio Agreement,T-87-TABLE_ID,TABLE_ID,87,Integer,87 - 87,,Table ID,The table/feed ID for which the row of information belongs to.,
Portfolio Agreement,T-87-BUSINESS_DATE,BUSINESS_DATE,87,String,10/27/2021 0:00,,COB Date,Close of business date for which the report is run.,
Portfolio Agreement,T-87-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,87,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Portfolio Agreement,T-87-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,87,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Portfolio Agreement,T-87-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,87,String,N,,Exception Row Flag,,
Portfolio Agreement,T-87-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,87,String,Y,,Exception Signoff,,
Portfolio Agreement,T-87-MATURITY_DATE,MATURITY_DATE,87,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Portfolio Agreement,T-87-ENTRY_TS,ENTRY_TS,87,Datetime,2021-10-28 21:19:03.314980 - 2021-10-28 21:19:03.314980,,Entry TS,,
Portfolio Agreement,T-87-PRIMARY_ACCOUNT,PRIMARY_ACCOUNT,87,String,10783975,,Primary Account,,
Portfolio Agreement,T-87-RAG_STATUS,RAG_STATUS,87,String,None,,,,
Portfolio Agreement,T-87-REGION_CD,REGION_CD,87,String,None,,Region CD,,
Portfolio Agreement,T-87-CALL_DATE,CALL_DATE,87,String,Daily,,,,
Portfolio Agreement,T-87-MARGIN_GROUP,MARGIN_GROUP,87,String,Listed derivatives - Exception Queue,,,,
Portfolio Agreement,T-87-ORDER_PLACER_PARTY_NAME,ORDER_PLACER_PARTY_NAME,87,String,MORGAN STANLEY & CO. LLC,,,,
Portfolio Agreement,T-87-EXCESS_EXPOSURE_USD,EXCESS_EXPOSURE_USD,87,Float,-9930892630,,,,
Portfolio Agreement,T-87-DISPUTE_REASON_CODES,DISPUTE_REASON_CODES,87,String,None,,,,
Portfolio Agreement,T-87-DISPUTE_AGE,DISPUTE_AGE,87,Integer,0 - 2225,,,,
