Report Table Group,Report Table Name,Report Table ID,Reporting Class,Server Name,Schema Name,Table Name,Products,Feed ID,Feed Name,Source Report Table Name,Logic
6G - Product,6G - Inflows - Unsecured - Required Operational Balances,RT-6G-IU-3,6G,nyqd_lmfr_ate,,,Required Operational Balances,256,BTB Cash,,"BTB Cash Feed, where Version is “DailyEtrade”, Entity Type not “Central Bank”, Feed Product not in (“OVERDRAFT”,”DREC”), TenQ Level 4 in (“Interest Bearing Dep With Clr Orgs”, “Non-Interest Bearing Dep With Clr Orgs”, ""Brokers Dealers and Clearing Orgs Rec"") and 
ADJUSTED_USD_AMT >= 0

(Determined by Business Date, Legal Entity, Party ID, Currency and Product Type)"
6G - Product,6G - Inflows - Unsecured - Short-Term Investments,RT-6G-IU-8,6G,nyqd_lmfr_ate,,,Short-Term Investments,44,Triton Money Markets,,"Triton Money Markets Feed, where Entity Type not “Central Bank”, TenQ Level 4 in (“Interest Bearing Deposits”, “Non-Interest Bearing Deposits”), USD_AMT >= 0, Cost Centre not “5C55” and Maturity Date less Business Date is > 7 Days

 (Determined by Business Date, Legal Entity, Party ID, Currency and Product Type)"
6G - Order of Allocation,6G - Order of Allocation - Client Depot,RT-6G-Use-Client_Depot,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “PB Client” and Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”)

[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Client Long PB,RT-6G-Source-Client_Long_PB,6G,nyqd_lmfr_ate,,,,162,PB Global Assets,,"Type: Source

PB Global Assets Feed, where Flow Ind is “D”, (Legal Entity not “0302” and Counterparty ID not “BBB01371367”) and Legal Entity not “0530""

[2][Source is Cash defaults to Y]
[Market Value USD is Available Market Value USD]
[Cash Value USD is Cash Value Restated USD]
[Netted Market Value USD is Off Balance Sheet Receivable Market Value]"
6G - Order of Allocation,6G - Order of Allocation - Client Long WM,RT-6G-Source-Client_Long_WM,6G,nyqd_lmfr_ate,,,,200,WM Margin Loans,,"Type: Source

WM Margin Loans Feed, where Unencumbered Flag is “N” and Product Type in (“NPL”, “MGN”)

[Source On BS defaults to Y]
[Source is Cash defaults to Y]"
6G - Order of Allocation,6G - Order of Allocation - Client Short PB,RT-6G-Use-Client_Short_PB,6G,nyqd_lmfr_ate,,,,162,PB Global Assets,,"Type: Use

PB Global Assets Feed, where Flow Ind is “S”, (Legal Entity not “0201” and Counterparty ID not “BBB00319961”) and Legal Entity not in (“0530”, “0321”)
[Use is Cash defaults to Y]
[Market Value USD is PB Market Value USD]
[Cash Value USD is Debit Cash Allocation USD]
[Netted Market Value USD is Off Balance Sheet Payable Market Value]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Client Short WM,RT-6G-Use-Client_Short_WM,6G,nyqd_lmfr_ate,,,,203,WM Shorts Longs,,"Type: Use

WM Shorts Longs Feed, where Settled Unsettled Flag is “SCS”
[Use On BS defaults to Y]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Customer Affiliate Long,RT-6G-Source-Customer_Affiliate_Long,6G,nyqd_lmfr_ate,,,,53; 89,Omni TAPS Transactions; Internal Coverage,,"Type: Source

Internal Coverage Feed, where Market Value USD <>0, Long Short Code is “S”, Legal Entity is “0201”, Use is “Non-Conform SA Short” and Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”), Short CCY Ratio[1] >0, Short CCY Ratio*Market Value USD>1 and DLG ID not “21”
[1] Short CCY Ratio=Short CCY Cash/Total Short Cash; Short CCY Cash=Sum(Abs(Case When USD Amt<0 Then USD Amt else 0)), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID, Currency); Total Short Cash=Sum(Abs(Case When USD Amt<0 Then USD Amt else 0)), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID)"
6G - Order of Allocation,6G - Order of Allocation - Customer Affiliate Short,RT-6G-Use-Customer_Affiliate_Short,6G,nyqd_lmfr_ate,,,,53; 89,Omni TAPS Transactions; Internal Coverage,,"Type: Use

Internal Coverage Feed, where Market Value USD <>0, Long Short Code is “L”, Legal Entity is “0201”, Source Code is “Non-Conform SA Freed”, Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”), Long CCY Ratio >0, Margin Loan Ratio[1] >0, Long CCY Ratio[2]*Market Value USD>1 and DLG ID not “21”
[1] Margin Loan Ratio=Total SMV/Total LMV; Total SMV=Sum(Market Value USD) where Long Short Code is “S”, Use is “Non-Conform SA Short”, Legal Entity is “0201” and Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”); Total LMV=Sum(Market Value USD) where Long Short Code is “L”, Source is “Non-Conform SA Freed”, Legal Entity is “0201” and Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”)
[2] Long CCY Ratio=Long CCY Cash/Total Long Cash; Long CCY Cash=Sum(Case When USD Amt>0 Then USD Amt else 0), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID, Currency); Total Long Cash=Sum(Case When USD Amt>0 Then USD Amt else 0), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID)"
6G - Order of Allocation,6G - Order of Allocation - Firm Bank Loans,RT-6G-Use-Firm_Bank_Loans,6G,nyqd_lmfr_ate,,,,71; 79,Stock Loan - BRM; Repos - BRM,,"Type: Use

Repos - BRM Feed, where Trade Type is “TFL”, Flow Ind is “S”, ((Market Value USD not NULL or USD Amt not NULL) and (Market Value USD <> 0 or USD Amt <> 0)) and [1]
Stock Loan - BRM Feed, where Trade Type is “TFL”, (Cash Non Cash is “C” and Flow Ind in (“L”, “R”)) or (Cash Non Cash is “N” and Flow Ind in (“L”, “P”)) and [2]

[1] Counterparty TAPS Account not “04096B755” , Counterparty Account General Usage not “Firm” , Trade Type not in (“TSY”, “IRP”) , Counterparty ID not in (NULL, “N/A”) , Security Pool not “Funding Buckets not for RR SecPools” , Trade Type not in (“MAR”, “MAS”) , Legal Entity not “0925” , (Legal Entity not “0127” and Counterparty Identifier (BBB) not “BBB02674324”) , Counterparty TAPS Account not “04066CAZ9” , Trade Type not “TRS” , (Start Date > Business Date Sec Fin Exclude (App C-III) is NULL) , (Trade Type not “CAR” and Counterparty Name not “FIXED INCOME CLEARING CORPORATION” and Counterparty Account not “0430007M4) and (Trade Type not “CAR” and Counterparty Name is “FIXED INCOME CLEARING CORPORATION”) , Trade Type not “MTA”  and Trade Type not “TAL” 
[2] Client Category not in (“CC”, “TR”, “PC”, “SU”, “OP”), Parent Code not in (“US0050CO”, “GBMSICO”), (Legal Entity not in (“0201”, “0205”) and Client Code not “0101”), Legal Entity not “0925” , Counterparty ID not NULL  and (Start Date <= Business Date and Sec Fin Exclude (App C-III) is NULL) 
"
6G - Order of Allocation,6G - Order of Allocation - Firm Long,RT-6G-Source-Firm_Long,6G,nyqd_lmfr_ate,,,,89; 203,Internal Coverage; WM Shorts Longs,,"Type: Source

Internal Coverage Feed, where Source Type is “Firm”, Long Short Code is “L”, Source in (“Firm Long”, “Investment Portfolio”, “EUREX LD Client Seg”, “Principle Financing (Long)”, “DSP BRM Funding Longs”, “DSP Client Facilitation Longs”, “DSP Netting Longs”), TA Account Category not “3S”, Legal Entity not in (NULL, Cusip issuer party ID is a MS legal entity’s party ID) and Product Hierarchy Level 1 not “Referential Instruments”
WM Shorts Longs Feed, where Settled Unsettled Flag is “SFL”, Legal Entity not in (NULL, Cusip issuer party ID is a MS legal entity’s party ID) and Product Hierarchy Level 1 not “Referential Instruments”
[Source On BS is N when inventory attracts FAS166 Netting]
[Source is Cash defaults to Y]
[Counterparty Type dependent upon Issuer of Security]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Firm Short,RT-6G-Use-Firm_Short,6G,nyqd_lmfr_ate,,,,89; 203,Internal Coverage; WM Shorts Longs,,"Type: Use

Internal Coverage Feed, where Source Type is “Firm”, Long Short Code is “S”, Use in (“Firm Short”, “DSP BRM Funding Shorts”, “DSP Client Facilitation Shorts”, “DSP Netting Shorts”) (including selection of TRS Trades, on CUSIP/Quantity Basis, leveraging Trade Type “TRS” in the BRM Metrics Hub), Legal Entity not in (NULL, Cusip issuer party ID is a MS legal entity’s party ID) and Product Hierarchy Level 1 not “Referential Instruments”
WM Shorts Longs Feed, where Settled Unsettled Flag is “SFS”, Legal Entity not in (NULL, Cusip issuer party ID is a MS legal entity’s party ID) and Product Hierarchy Level 1 not “Referential Instruments”
[Use On BS defaults to N where inventory attracts FAS166 Netting]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - House IM Posted,RT-6G-Use-House_IM_Posted,6G,nyqd_lmfr_ate,,,,25; 150,Derivatives Collateral; Libra Exchange Collateral,,"Type: Use

Libra Exchange Collateral Feed, where (Cost Centre Level 9 is “FIRM LISTED DERIVATIVES MARGIN” or Cost Centre Level 8 is
“OTC DERIVS CLEARING FIRM”), Bal Pos Ind is “P”, Flow Ind is “P” and (Business Definitions is “INITIAL MARGIN” or
Business Definitions is “GUARANTEED FUNDS”)
Derivatives Collateral Feed, where Flow Ind is “P”, Cash Non Cash is “SEC”, P I Flag is “P”, EGTS Division in (“Swaps”, “FX”, “Commodities”, “Equity Derivatives”, “Securitized Products Group”), Customer Account General Account Usage not like “Banking/Clearing/Exchange” and Customer Account Business Definition not like (“%OTC CLEARED - FIRM%”, “%OTC CLEARED - CLIENT%”, “%VARIATION MARGIN%”, “%INITIAL MARGIN%”, “%GUARANTEED FUNDS%”)
[Use On BS defaults to N]
[Use is Cash defaults to N]
[For Derivatives Collateral Feed: Market Value USD is IM Allocation MX * USD Rate]
[Maturity Bucket is defaulted to 31 Days]"
6G - Order of Allocation,6G - Order of Allocation - House IM Received,RT-6G-Source-House_IM_Received,6G,nyqd_lmfr_ate,,,,25; 150,Derivatives Collateral; Libra Exchange Collateral,,"Type: Source

Libra Exchange Collateral Feed, where (Cost Centre Level 9 is “FIRM LISTED DERIVATIVES MARGIN” or Cost Centre Level 8 is
“OTC DERIVS CLEARING FIRM”), Bal Pos Ind is “P”, Flow Ind is “R” and Business Definitions is “INITIAL MARGIN”
Derivatives Collateral Feed, where Flow Ind is “R”, Cash Non Cash is “SEC”, P I Flag is “P”, Rehypothecable Ind is “Y”, Account Classification not in (“IM Third Party”, “Third Party Held”, “HYR Third Party”, “IM Rec TriParty”, “HYP MS Held”, “VM Third Party”, “IM Rec Third Party”, “Dormant”, ”GPA MS Held”, “Third Party Rec”), EGTS Division in (“Swaps”, “FX”, “Commodities”, “Equity Derivatives”, “Securitized Products Group”), Customer Account General Account Usage not like “Banking/Clearing/Exchange” and Customer Account Business Definition not like (“%OTC CLEARED - FIRM%”, “%OTC CLEARED - CLIENT%”, “%VARIATION MARGIN%”, “%INITIAL MARGIN%”, “%GUARANTEED FUNDS%”)
[Source On BS defaults to N]
[Source is Cash defaults to N]
[For Derivatives Collateral Feed: Market Value USD is IM Allocation MX * USD Rate]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - House VM Posted,RT-6G-Use-House_VM_Posted,6G,nyqd_lmfr_ate,,,,25,Derivatives Collateral,,"Type: Use

Derivatives Collateral Feed, where Flow Ind is “P”, Account Type Name not “3-OTC CC - CLIENT Account” and Cash Non Cash is “SEC”
[Use On BS defaults to N]
[Use is Cash defaults to N]
[Market Value USD is Non Excess Amount]
[Maturity Bucket is defaulted to 31 Days]"
6G - Order of Allocation,6G - Order of Allocation - House VM Posted Excess,RT-6G-Use-House_VM_Posted_Excess,6G,nyqd_lmfr_ate,,,,25,Derivatives Collateral,,"Type: Use

Derivatives Collateral Feed, where Flow Ind is “P”, Account Type Name not “3-OTC CC - CLIENT Account” and Cash Non Cash is “SEC”
[Use On BS defaults to N]
[Use is Cash defaults to N]
[Market Value USD is Excess Amount]
[Maturity Bucket is defaulted to 31 Days]"
6G - Order of Allocation,6G - Order of Allocation - House VM Received,RT-6G-Source-House_VM_Received,6G,nyqd_lmfr_ate,,,,25,Derivatives Collateral,,"Type: Source

Derivatives Collateral Feed, where Flow Ind is “R”, Account Type Name not “3-OTC CC - CLIENT Account”, Rehypothecable Ind is “Y”, Cash Non Cash is “SEC”, Account Classification not in
(“IM Third Party”, “Third Party Held”, “HYR Third Party”, “IM Rec TriParty”, “HYP MS Held”, “VM Third Party”, “IM Rec Third Party”, “Dormant”, “GPA MS Held”, “Third Party Rec”)
[Source On BS defaults to N]
[Source is Cash defaults to N]
[Market Value USD is Excess Amount + Non Excess Amount]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Lockup,RT-6G-Use-Lockup,6G,nyqd_lmfr_ate,,,,79,Repos - BRM,,"Type: Use

Repos - BRM Feed, where Attribute Value is “BONY Lockup”
[Use On BS defaults to N]
[Use is Cash defaults to N]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - NCSA Long,RT-6G-Source-NCSA_Long,6G,nyqd_lmfr_ate,,,,53; 89,Omni TAPS Transactions; Internal Coverage,,"Type: Source

Internal Coverage Feed, where Market Value USD <>0, Long Short Code is “L”, Legal Entity is “0201”, Source Code is “Non-Conform SA Freed”, Cusip is not “123456808”, Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”), Long CCY Ratio[1] >0, Margin Loan Ratio[1] >0, Long CCY Ratio[2]*Market Value USD>1 and DLG ID is “15”
[1] Margin Loan Ratio=Total SMV/Total LMV; Total SMV=Sum(Market Value USD) where Long Short Code is “S”, Use is “Non-Conform SA Short”, Legal Entity is “0201” and Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”); Total LMV=Sum(Market Value USD) where Long Short Code is “L”, Source is “Non-Conform SA Freed”, Legal Entity is “0201” and Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”)
[1] Long CCY Ratio=Long CCY Cash/Total Long Cash; Long CCY Cash=Sum(Case When USD Amt>0 Then USD Amt else 0), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID, Currency); Total Long Cash=Sum(Case When USD Amt>0 Then USD Amt else 0), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID)"
6G - Order of Allocation,6G - Order of Allocation - NCSA Short,RT-6G-Use-NCSA_Short,6G,nyqd_lmfr_ate,,,,53; 89,Omni TAPS Transactions; Internal Coverage,,"Type: Use

Internal Coverage Feed, where Market Value USD <>0, Long Short Code is “S”, Legal Entity is “0201”, Use is “Non-Conform SA Short” and Counterparty ID in (“BBB00319836”, “BBB02400218”, “BBB02498810”, “BBB02622127”), Short CCY Ratio[1] >0, Short CCY Ratio*Market Value USD>1 and DLG ID is “15”
[1] Short CCY Ratio=Short CCY Cash/Total Short Cash; Short CCY Cash=Sum(Abs(Case When USD Amt<0 Then USD Amt else 0)), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID, Currency); Total Short Cash=Sum(Abs(Case When USD Amt<0 Then USD Amt else 0)), Omni TAPS Transactions Feed, where Counterparty Account in (“033099995”, “062AAAPR4”, “053BAAAB4”, “053AAAAT7”, “053A40547”, “053ABD053”) and USD Amt not 0 (Grouped by Business Date, Legal Entity, Counterparty ID)"
6G - Order of Allocation,6G - Order of Allocation - On BS Asset Exchange Borrow,RT-6G-Source-On_BS_Asset_Exchange_Borrow,6G,nyqd_lmfr_ate,,,,71; 162,Stock Loan - BRM; PB Global Assets,,"Type: Source

PB Global Assets Feed, where Flow Ind is “D” and Legal Entity is “0530” and Cash Non Cash is “O”
Stock Loan – BRM Feed, where ((Cash Non Cash is “C” and Flow Ind in (“B”, “P”)) or (Cash Non Cash is “N” and Flow Ind in (“B”, “R”))), (Trade Type in (“B”, “L”) and Parent Code is “8775”) and
[2]
[2] Client Category not in (“CC”, “TR”, “PC”, “SU”, “OP”), Parent Code not in (“US0050CO”, “GBMSICO”), (Legal Entity not in (“0201”, “0205”) and Client Code not in “0101”), Legal Entity not “0925”, Counterparty ID not NULL and (Start Date <= Business Date and Sec Fin Exclude (App C-III) is NULL) 
[Source On BS defaults to N when attracting FAS166 Netting]
[Where PB Global Assets Feed, Source is Cash is Y, where Cash Non Cash is “N”, else Source is Cash is N, where Cash Non Cash is “O”; Else Source is Cash defaults to N]"
6G - Order of Allocation,6G - Order of Allocation - PDS Long,RT-6G-Source-PDS_Long,6G,nyqd_lmfr_ate,,,,162,PB Global Assets,,"Type: Source

PB Global Assets Feed, where legal entity is “0530”
[Source is Cash defaults to Y]"
6G - Order of Allocation,6G - Order of Allocation - PDS Short,RT-6G-Use-PDS_Short,6G,nyqd_lmfr_ate,,,,162,PB Global Assets,,"Type: Use

PB Global Assets Feed, where legal entity is “0530”
[Use is Cash defaults to Y]
PDS Short Amount is calculated by taking a proportion of the amount at a CP ID level with the ratio below
(Net Debit for Flow Ind = S + (Flow Ind = D and Cash Non Cash = O)) / (Short Debit Cash for Flow Ind = S)"
6G - Order of Allocation,6G - Order of Allocation - Repo,RT-6G-Source-Repo,6G,nyqd_lmfr_ate,,,,79; 105,Repos - BRM; Stock Loan/Repo-MSSB,,"Type: Source

Repos - BRM Feed, where Flow Ind is “S”, ((Market Value USD not NULL or USD Amt not NULL) and (Market Value USD <> 0 or USD Amt <> 0)) and [1]
Stock Loan/Repo-MSSB, where Source Feed is “Repo”, Flow Ind is “S” and [1]
[1] (Legal Entity not “0302”, Counterparty TAPS Account not “0393391F3” and Tri Party Ind not “TriParty”) , (Legal Entity not “0201”, Counterparty Identifier (BBB) not “BBB01807140” and Tri Party Ind not “TriParty”) , Counterparty TAPS Account not “04096B755” , Counterparty Account General Usage not “Firm” , Trade Type not in (“TSY”, “IRP”) , Counterparty ID not in (NULL, “N/A”) , Security Pool not “Funding Buckets not for RR SecPools” , Trade Type not in (“MAR”, “MAS”) , Legal Entity not “0925” , (Legal Entity not “0127” and Counterparty Identifier (BBB) not “BBB02674324”) , Counterparty TAPS Account not “04066CAZ9” , Trade Type not “TRS” , (Start Date <= Reporting Date and Sec Fin Exclude (App C-III) is NULL) , (Trade Type not “CAR” and Counterparty Name not “FIXED INCOME CLEARING CORPORATION” and Counterparty Account not “0430007M4) and (Trade Type not “CAR” and Counterparty Name is “FIXED INCOME CLEARING CORPORATION”) , Trade Type not “MTA”  and Trade Type not “TAL” 
[Use is Cash is Y for transactions booked against cash, else N]
[Use On BS is Y where payable is booked against cash and is on balance sheet (if order is in the Treasury Hub, but not in RACE, source is defaulted On BS); Use On BS is N where payable is not on balance sheet (booked against cash that receives FIN41 Netting; Excess Cash Value for Order in Hub > RACE; Non-Cash Asset Exchanges; State of Georgia, Counterparty ID in (“BBB00254888”, “BBB02517222”); Trade Type in (“BVF”, “PLG”, “APLG”))]"
6G - Order of Allocation,6G - Order of Allocation - Reverse Repo,RT-6G-Source-Reverse_Repo,6G,nyqd_lmfr_ate,,,,79; 105,Repos - BRM; Stock Loan/Repo-MSSB,,"Type: Source

Repos - BRM Feed, where Flow Ind is “B”, ((Market Value USD not NULL or USD Amt not NULL) and (Market Value USD <> 0 or USD Amt <> 0)) and [1]

Stock Loan/Repo-MSSB, where Source Feed is “Repo”, Flow Ind is “B” and [1]

[1] (Legal Entity not “0302”, Counterparty TAPS Account not “0393391F3” and Tri Party Ind not “TriParty”)[3], (Legal Entity not “0201”, Counterparty Identifier (BBB) not “BBB01807140” and Tri Party Ind not “TriParty”)[4], Counterparty TAPS Account not “04096B755”[5], Counterparty Account General Usage not “Firm”[6], Trade Type not in (“TSY”, “IRP”)[7], Counterparty ID not in (NULL, “N/A”)[8], Security Pool not “Funding Buckets not for RR SecPools”[9], Trade Type not in (“MAR”, “MAS”)[10], Legal Entity not “0925”[11], (Legal Entity not “0127” and Counterparty Identifier (BBB) not “BBB02674324”)[12], Counterparty TAPS Account not “04066CAZ9”[13], Trade Type not “TRS”[14], (Start Date <= Reporting Date and Sec Fin Exclude (App C-III) is NULL) [15], (Trade Type not “CAR” and Counterparty Name not “FIXED INCOME CLEARING CORPORATION” and Counterparty Account not “0430007M4) and (Trade Type not “CAR” and Counterparty Name is “FIXED INCOME CLEARING CORPORATION”) [16] , Trade Type not “MTA” [17]  and Trade Type not “TAL” [18]

[Source On BS is N: (i) FIN41 Netting: if Total Cash Value for Order in Hub > RACE, Excess Cash Value is defaulted to N, (ii) Non-Cash Asset Exchanges, (iii) State of Georgia, Counterparty ID in (“BBB00254888”, “BBB02517222”), and (iv) Trade Type in (“BVF”, “PLG”, “APLG”)]
[Source is Cash is Y for transactions booked against cash, else N]

Source Is Cash (for Rev Repo/Stock Borrow) and Use Is Cash (for Repo/Stock Loan) is defaulted to N if CP = FEDERAL RESERVE BANK OF NEW YORK and (source trade type = BVF or use trade type = PLG/APLG)."
6G - Order of Allocation,6G - Order of Allocation - Stock Borrow,RT-6G-Source-Stock_Borrow,6G,nyqd_lmfr_ate,,,,71; 105,Stock Loan - BRM; Stock Loan/Repo-MSSB,,"Type: Source

Stock Loan - BRM Feed, where (Cash Non Cash is “C” and Flow Ind in (“B”, “P”)) or (Cash Non Cash is “N” and Flow Ind in (“B”, “R”)), (Trade Type not in (“B”, “L”) and Parent Code not “8775”) and [2]
PB Global Assets Feed, where Flow Ind is “D”, Legal Entity is “0302” and Counterparty ID “BBB01371367”
Stock Loan/Repo-MSSB Feed, where Source Feed is “Stock Loan”, ((Cash Non Cash is “C” and Flow Ind in (“B”, “P”)) or (Cash Non Cash is “N” and Flow Ind in (“B”, “R”))), (Trade Type not in (“B”, “L”) and Parent Code not “8775”) and [2]
[2] Client Category not in (“CC”, “TR”, “PC”, “SU”, “OP”), Parent Code not in (“US0050CO”, “GBMSICO”), (Legal Entity not in (“0201”, “0205”) and Client Code not “0101”), Legal Entity not “0925” , Counterparty ID not NULL  and (Start Date <= Business Date and Sec Fin Exclude (App C-III) is NULL) 
[Source On BS is N for Non-Cash Asset Exchanges; State of Georgia Counterparty ID in (“BBB00254888”, “BBB02517222”); OCC Netting Parent Code in (“X008”, “X010”, “X011”, “X014”, “X01A”, “X032”, “X034”, “X287”); State of Florida & Bermuda Parent Code in (“F715”, “F620”, “F717”, “F753”, “F260”, “F317”, “F580”, “F638”, “F311”, “F183”, “F070”, “F518”, “F660”, “F291”, “F610”, “F440”, “F718”, “F719”, “F702”, “XILB”, “F452”, “F762”, “F020”, “F714”, “F339”, “XLVO”, “FLOR”); Forward Starting Trades Trade Type in (“FPDNE”, “FPDRE”, “ODNE”, “PD”, “FODNE”)]
[Source is Cash is Y for transactions booked against cash, else N]"
6G - Order of Allocation,6G - Order of Allocation - Stock Loan,RT-6G-Use-Stock_Loan,6G,nyqd_lmfr_ate,,,,71; 105; 162,Stock Loan - BRM; Stock Loan/Repo-MSSB; PB Global Assets,,"Type: Use

Stock Loan - BRM Feed, where (Cash Non Cash is “C” and Flow Ind in (“L”, “R”)) or (Cash Non Cash is “N” and Flow Ind in (“L”, “P”)) and [2]
PB Global Assets Feed, where Flow Ind is “S” and (Legal Entity in (“0321”, “0530”) or (Legal Entity is “0201” and Counterparty ID “BBB00319961”)) Use Is Cash defaults to N
For PB Global Assets – the amount is calculated by taking a proportion of the amount at a CP ID level with the ratio below
1 - (Net Debit for Flow Ind = S + (Flow Ind = D and Cash Non Cash = O)) / (Short Debit Cash for Flow Ind = S)
Stock Loan/Repo-MSSB Feed, where Source Feed is “Stock Loan”, ((Cash Non Cash is “C” and Flow Ind in (“L”, “R”)) or (Cash Non Cash is “N” and Flow Ind in (“L”, “P”))) and [2]
[2] Client Category not in (“CC”, “TR”, “PC”, “SU”, “OP”), Parent Code not in (“US0050CO”, “GBMSICO”), (Legal Entity not in (“0201”, “0205”) and Client Code not “0101”), Legal Entity not “0925” , Counterparty ID not NULL  and (Start Date <= Business Date and Sec Fin Exclude (App C-III) is NULL) 
[Use is Cash is Y for transactions booked against cash, else N]
[Use On BS is Y where booked against cash; Use On BS is N where (non-cash trades where Morgan Stanley is not deemed the lender; State of Georgia Counterparty ID in (“BBB00254888”, “BBB02517222”); OCC Netting Parent Code in (“X008”, “X010”, “X011”, “X014”, “X01A”, “X032”, “X034”, “X287”); State of Florida & Bermuda Parent Code in (“F715”, “F620”, “F717”, “F753”, “F260”, “F317”, “F580”, “F638”, “F311”, “F183”, “F070”, “F518”, “F660”, “F291”, “F610”, “F440”, “F718”, “F719”, “F702”, “XILB”, “F452”, “F762”, “F020”, “F714”, “F339”, “XLVO”, “FLOR”); Forward Starting Trades Trade Type in (“FPDNE”, “FPDRE”, “ODNE”, “PD”, “FODNE”))]"
6G - Order of Allocation,6G - Order of Allocation - Unencumbered Central Bank Prepositioned,RT-6G-Use-Unencumbered_Central_Bank_Prepositioned,6G,nyqd_lmfr_ate,,,,35; 36,Unencumbered Assets - AS; Unencumbered Assets - EU,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU or Unencumbered Assets – AP Feed where Firm Client is “Central Bank PrePositioning” and Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”)"
6G - Order of Allocation,6G - Order of Allocation - Unencumbered Defunded,RT-6G-Use-Unencumbered_Defunded,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “Firm Fundable”
[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
